ID,Item,name,duration,log_duration,c_logduration,level ,proficiency,pho_len,c_pho_len,logdice,c_logdice,zpf_total,c_zpf_total,zpf_w1,c_zpf_w1,zpf_w2,c_zpf_w2
407,7,TW118,5.840 ,0.766 ,0.643 ,2.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
408,7,TW119,1.804 ,0.256 ,0.133 ,4.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
409,7,TW120,6.549 ,0.816 ,0.693 ,2.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
410,7,TW121,2.220 ,0.346 ,0.223 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
411,7,TW122,3.690 ,0.567 ,0.444 ,2.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
412,7,TW123,NA,NA,NA,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
413,7,TW124,2.230 ,0.348 ,0.225 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
414,7,TW125,2.095 ,0.321 ,0.198 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
415,7,TW126,2.660 ,0.425 ,0.302 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
416,7,TW127,2.726 ,0.436 ,0.313 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
417,7,TW128,1.850 ,0.267 ,0.144 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
418,7,TW129,2.056 ,0.313 ,0.190 ,2.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
419,7,TW130,2.593 ,0.414 ,0.291 ,4.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
420,7,TW131,2.983 ,0.475 ,0.352 ,4.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
421,7,TW132,NA,NA,NA,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
422,7,TW133,2.599 ,0.415 ,0.292 ,4.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
423,7,TW134,4.975 ,0.697 ,0.574 ,2.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
424,7,TW135,4.022 ,0.604 ,0.481 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
425,7,TW136,1.833 ,0.263 ,0.140 ,4.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
426,7,TW137,3.767 ,0.576 ,0.453 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
427,7,TW138,6.069 ,0.783 ,0.660 ,2.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
428,7,TW139,4.505 ,0.654 ,0.531 ,1.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
429,7,TW140,2.104 ,0.323 ,0.200 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
430,7,TW141,1.455 ,0.163 ,0.040 ,4.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
431,7,TW142,2.589 ,0.413 ,0.290 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
432,7,TW143,2.050 ,0.312 ,0.189 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
433,7,TW144,1.788 ,0.252 ,0.129 ,4.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
434,7,TW145,NA,NA,NA,1.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
435,7,TW146,NA,NA,NA,2.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
436,7,TW147,2.331 ,0.368 ,0.245 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
437,7,TW148,2.680 ,0.428 ,0.305 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
438,7,TW149,1.607 ,0.206 ,0.083 ,4.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
439,7,TW150,2.625 ,0.419 ,0.296 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
440,7,TW151,2.947 ,0.469 ,0.346 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
441,7,TW152,NA,NA,NA,1.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
442,7,TW153,4.639 ,0.666 ,0.543 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
443,7,TW154,3.552 ,0.550 ,0.427 ,2.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
444,7,TW155,3.459 ,0.539 ,0.416 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
445,7,TW156,1.673 ,0.223 ,0.100 ,4.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
446,7,TW157,3.623 ,0.559 ,0.436 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
447,7,TW158,1.538 ,0.187 ,0.064 ,4.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
448,7,TW159,1.504 ,0.177 ,0.054 ,4.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
449,7,TW160,NA,NA,NA,2.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
450,7,TW161,1.960 ,0.292 ,0.169 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
451,7,TW162,NA,NA,NA,2.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
452,7,TW163,2.462 ,0.391 ,0.268 ,3.000 ,Intermediate,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
453,7,TW164,NA,NA,NA,1.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
454,7,TW165,4.995 ,0.699 ,0.576 ,1.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
455,7,TW166,NA,NA,NA,2.000 ,Basic,16.000 ,5.750 ,5.401 ,-1.037 ,1.845 ,-1.070 ,4.631 ,-0.374 ,5.119 ,-0.401 
456,8,TW101,1.217 ,0.085 ,-0.038 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
457,8,TW102,1.147 ,0.060 ,-0.063 ,2.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
458,8,TW103,1.252 ,0.098 ,-0.025 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
459,8,TW104,1.110 ,0.045 ,-0.078 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
460,8,TW105,1.142 ,0.058 ,-0.065 ,4.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
461,8,TW106,1.887 ,0.276 ,0.153 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
462,8,TW107,2.832 ,0.452 ,0.329 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
463,8,TW108,1.644 ,0.216 ,0.093 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
464,8,TW109,2.224 ,0.347 ,0.224 ,2.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
465,8,TW110,1.197 ,0.078 ,-0.045 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
466,8,TW111,1.448 ,0.161 ,0.038 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
467,8,TW113,1.346 ,0.129 ,0.006 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
468,8,TW114,1.405 ,0.148 ,0.025 ,4.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
469,8,TW115,2.520 ,0.401 ,0.278 ,2.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
470,8,TW116,1.485 ,0.172 ,0.049 ,4.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
471,8,TW117,1.268 ,0.103 ,-0.020 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
472,8,TW118,2.233 ,0.349 ,0.226 ,2.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
473,8,TW119,1.200 ,0.079 ,-0.044 ,4.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
474,8,TW120,3.380 ,0.529 ,0.406 ,2.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
475,8,TW121,1.349 ,0.130 ,0.007 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
476,8,TW122,3.046 ,0.484 ,0.361 ,2.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
477,8,TW123,1.696 ,0.229 ,0.106 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
478,8,TW124,1.513 ,0.180 ,0.057 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
479,8,TW125,1.390 ,0.143 ,0.020 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
480,8,TW126,1.229 ,0.090 ,-0.033 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
481,8,TW127,1.240 ,0.093 ,-0.030 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
482,8,TW128,1.163 ,0.066 ,-0.057 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
483,8,TW129,1.917 ,0.283 ,0.160 ,2.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
484,8,TW130,1.127 ,0.052 ,-0.071 ,4.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
485,8,TW131,2.125 ,0.327 ,0.204 ,4.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
486,8,TW132,1.532 ,0.185 ,0.062 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
487,8,TW133,1.776 ,0.249 ,0.126 ,4.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
488,8,TW134,NA,NA,NA,2.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
489,8,TW135,1.299 ,0.114 ,-0.009 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
490,8,TW136,1.023 ,0.010 ,-0.113 ,4.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
491,8,TW137,1.093 ,0.039 ,-0.084 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
492,8,TW138,2.412 ,0.382 ,0.259 ,2.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
493,8,TW139,NA,NA,NA,1.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
494,8,TW140,1.120 ,0.049 ,-0.074 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
495,8,TW141,0.975 ,-0.011 ,-0.134 ,4.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
496,8,TW142,3.225 ,0.509 ,0.386 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
497,8,TW143,NA,NA,NA,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
498,8,TW144,1.170 ,0.068 ,-0.055 ,4.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
499,8,TW145,1.893 ,0.277 ,0.154 ,1.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
500,8,TW146,1.636 ,0.214 ,0.091 ,2.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
501,8,TW147,1.279 ,0.107 ,-0.016 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
502,8,TW148,1.333 ,0.125 ,0.002 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
503,8,TW149,1.148 ,0.060 ,-0.063 ,4.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
504,8,TW150,1.520 ,0.182 ,0.059 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
505,8,TW151,2.424 ,0.385 ,0.262 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
506,8,TW152,2.052 ,0.312 ,0.189 ,1.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
507,8,TW153,3.796 ,0.579 ,0.456 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
508,8,TW154,1.528 ,0.184 ,0.061 ,2.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
509,8,TW155,1.615 ,0.208 ,0.085 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
510,8,TW156,1.083 ,0.035 ,-0.088 ,4.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
511,8,TW157,1.691 ,0.228 ,0.105 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
512,8,TW158,1.191 ,0.076 ,-0.047 ,4.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
513,8,TW159,0.908 ,-0.042 ,-0.165 ,4.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
514,8,TW160,2.172 ,0.337 ,0.214 ,2.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
515,8,TW161,1.917 ,0.283 ,0.160 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
516,8,TW162,2.004 ,0.302 ,0.179 ,2.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
517,8,TW163,1.469 ,0.167 ,0.044 ,3.000 ,Intermediate,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
518,8,TW164,NA,NA,NA,1.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
519,8,TW165,2.627 ,0.419 ,0.296 ,1.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
520,8,TW166,NA,NA,NA,2.000 ,Basic,14.000 ,3.750 ,3.900 ,-2.538 ,2.613 ,-0.302 ,4.871 ,-0.134 ,5.827 ,0.307 
